bsr,basin,bsr_crosswalk_status,species,life_stage,fish_use_rating,corrected_score,species_aggregate_score,fish_use_score,rank,fish_use_score_100,fish_use_score_decimal
UGR15,Upper Grande Ronde,exact_identifier,Chinook,Summer Rearing,1,1.54,1.35,2.535,11,61.26,0.6126
UGR15,Upper Grande Ronde,exact_identifier,Chinook,Migration,0.23,0.8,1.35,2.535,11,61.26,0.6126
UGR15,Upper Grande Ronde,exact_identifier,Steelhead,Spawning,0.33,0.34,0.59,2.535,11,61.26,0.6126
UGR15,Upper Grande Ronde,exact_identifier,Steelhead,Winter Rearing,1,0.87,0.59,2.535,11,61.26,0.6126
UGR15,Upper Grande Ronde,exact_identifier,Steelhead,Summer Rearing,0.67,0.7,0.59,2.535,11,61.26,0.6126
UGR15,Upper Grande Ronde,exact_identifier,Steelhead,Migration,0.14,0.44,0.59,2.535,11,61.26,0.6126
UGR15,Upper Grande Ronde,exact_identifier,Bull Trout,Spawning & Resident,0,0,0.59,2.535,11,61.26,0.6126
UGR15,Upper Grande Ronde,exact_identifier,Bull Trout,FMO,1,1.48,0.59,2.535,11,61.26,0.6126
UGR16,Upper Grande Ronde,exact_identifier,Chinook,Spawning,0.33,0.78,0.66,1.353,18,32.7,0.327
UGR16,Upper Grande Ronde,exact_identifier,Chinook,Winter Rearing,0.67,0.84,0.66,1.353,18,32.7,0.327
UGR16,Upper Grande Ronde,exact_identifier,Chinook,Summer Rearing,0.67,1.03,0.66,1.353,18,32.7,0.327
UGR16,Upper Grande Ronde,exact_identifier,Chinook,Migration,0.01,0.03,0.66,1.353,18,32.7,0.327
UGR16,Upper Grande Ronde,exact_identifier,Steelhead,Spawning,1,1.03,0.7,1.353,18,32.7,0.327
UGR16,Upper Grande Ronde,exact_identifier,Steelhead,Winter Rearing,0.67,0.58,0.7,1.353,18,32.7,0.327
UGR16,Upper Grande Ronde,exact_identifier,Steelhead,Summer Rearing,1,1.05,0.7,1.353,18,32.7,0.327
UGR16,Upper Grande Ronde,exact_identifier,Steelhead,Migration,0.04,0.13,0.7,1.353,18,32.7,0.327
UGR16,Upper Grande Ronde,exact_identifier,Bull Trout,Spawning & Resident,0,0,0,1.353,18,32.7,0.327
UGR16,Upper Grande Ronde,exact_identifier,Bull Trout,FMO,0,0,0,1.353,18,32.7,0.327
UGR17,Upper Grande Ronde,exact_identifier,Chinook,Spawning,1,2.36,1.28,2.499,12,60.39,0.6039
UGR17,Upper Grande Ronde,exact_identifier,Chinook,Winter Rearing,1,1.25,1.28,2.499,12,60.39,0.6039
UGR17,Upper Grande Ronde,exact_identifier,Chinook,Summer Rearing,1,1.54,1.28,2.499,12,60.39,0.6039
UGR17,Upper Grande Ronde,exact_identifier,Chinook,Migration,0.16,0.56,1.28,2.499,12,60.39,0.6039
UGR17,Upper Grande Ronde,exact_identifier,Steelhead,Spawning,0.67,0.69,0.63,2.499,12,60.39,0.6039
UGR17,Upper Grande Ronde,exact_identifier,Steelhead,Winter Rearing,1,0.87,0.63,2.499,12,60.39,0.6039
UGR17,Upper Grande Ronde,exact_identifier,Steelhead,Summer Rearing,0.67,0.7,0.63,2.499,12,60.39,0.6039
UGR17,Upper Grande Ronde,exact_identifier,Steelhead,Migration,0.08,0.25,0.63,2.499,12,60.39,0.6039
UGR17,Upper Grande Ronde,exact_identifier,Bull Trout,Spawning & Resident,0,0,0.59,2.499,12,60.39,0.6039
UGR17,Upper Grande Ronde,exact_identifier,Bull Trout,FMO,1,1.48,0.59,2.499,12,60.39,0.6039
UGR18,Upper Grande Ronde,exact_identifier,Chinook,Spawning,0.33,0.78,0.66,2.694,9,65.11,0.6511
UGR18,Upper Grande Ronde,exact_identifier,Chinook,Winter Rearing,0.67,0.84,0.66,2.694,9,65.11,0.6511
UGR18,Upper Grande Ronde,exact_identifier,Chinook,Summer Rearing,0.67,1.03,0.66,2.694,9,65.11,0.6511
UGR18,Upper Grande Ronde,exact_identifier,Chinook,Migration,0.02,0.06,0.66,2.694,9,65.11,0.6511
UGR18,Upper Grande Ronde,exact_identifier,Steelhead,Spawning,0.67,0.69,0.5,2.694,9,65.11,0.6511
UGR18,Upper Grande Ronde,exact_identifier,Steelhead,Winter Rearing,0.67,0.58,0.5,2.694,9,65.11,0.6511
UGR18,Upper Grande Ronde,exact_identifier,Steelhead,Summer Rearing,0.67,0.7,0.5,2.694,9,65.11,0.6511
UGR18,Upper Grande Ronde,exact_identifier,Steelhead,Migration,0.01,0.03,0.5,2.694,9,65.11,0.6511
UGR18,Upper Grande Ronde,exact_identifier,Bull Trout,Spawning & Resident,1,2.22,1.53,2.694,9,65.11,0.6511
UGR18,Upper Grande Ronde,exact_identifier,Bull Trout,FMO,0.33,0.49,1.53,2.694,9,65.11,0.6511
UGR19,Upper Grande Ronde,exact_identifier,Chinook,Spawning,0.33,0.78,0.72,3.218,5,77.78,0.7778
UGR19,Upper Grande Ronde,exact_identifier,Chinook,Winter Rearing,0.67,0.84,0.72,3.218,5,77.78,0.7778
UGR19,Upper Grande Ronde,exact_identifier,Chinook,Summer Rearing,0.67,1.03,0.72,3.218,5,77.78,0.7778
UGR19,Upper Grande Ronde,exact_identifier,Chinook,Migration,0.07,0.24,0.72,3.218,5,77.78,0.7778
UGR19,Upper Grande Ronde,exact_identifier,Steelhead,Spawning,1,1.03,0.77,3.218,5,77.78,0.7778
UGR19,Upper Grande Ronde,exact_identifier,Steelhead,Winter Rearing,1,0.87,0.77,3.218,5,77.78,0.7778
UGR19,Upper Grande Ronde,exact_identifier,Steelhead,Summer Rearing,1,1.05,0.77,3.218,5,77.78,0.7778
UGR19,Upper Grande Ronde,exact_identifier,Steelhead,Migration,0.04,0.13,0.77,3.218,5,77.78,0.7778
UGR19,Upper Grande Ronde,exact_identifier,Bull Trout,Spawning & Resident,1,2.22,1.73,3.218,5,77.78,0.7778
UGR19,Upper Grande Ronde,exact_identifier,Bull Trout,FMO,0.67,0.99,1.73,3.218,5,77.78,0.7778
UGR20,Upper Grande Ronde,exact_identifier,Chinook,Spawning,1,2.36,1.16,3.598,4,86.97,0.8697
UGR20,Upper Grande Ronde,exact_identifier,Chinook,Winter Rearing,1,1.25,1.16,3.598,4,86.97,0.8697
UGR20,Upper Grande Ronde,exact_identifier,Chinook,Summer Rearing,1,1.54,1.16,3.598,4,86.97,0.8697
UGR20,Upper Grande Ronde,exact_identifier,Chinook,Migration,0.05,0.17,1.16,3.598,4,86.97,0.8697
UGR20,Upper Grande Ronde,exact_identifier,Steelhead,Spawning,0.67,0.69,0.51,3.598,4,86.97,0.8697
UGR20,Upper Grande Ronde,exact_identifier,Steelhead,Winter Rearing,0.67,0.58,0.51,3.598,4,86.97,0.8697
UGR20,Upper Grande Ronde,exact_identifier,Steelhead,Summer Rearing,0.67,0.7,0.51,3.598,4,86.97,0.8697
UGR20,Upper Grande Ronde,exact_identifier,Steelhead,Migration,0.02,0.07,0.51,3.598,4,86.97,0.8697
UGR20,Upper Grande Ronde,exact_identifier,Bull Trout,Spawning & Resident,1,2.22,1.93,3.598,4,86.97,0.8697
UGR20,Upper Grande Ronde,exact_identifier,Bull Trout,FMO,1,1.48,1.93,3.598,4,86.97,0.8697
