run_id,method,source_field,source_output_field,normalized_output_field,denominator,source_min,normalized_min,normalized_max,source_rows
20260915T003501Z_b2b548a9,global maximum across complete fish-use input table,LS_corrected_score,LS_corrected_score_source,LS_corrected_score,3.59,0.0,0.0,1.0,290
