bsr,basin,species,life_stage,LS_corrected_score_source,LS_corrected_score,species_aggregate_score,fish_use_score,population_priority,condition_vulnerability_sum,vulnerability_review_flag,impact_score,risk_score,risk_rank_within_bsr,species_life_stage_label
UGR14,Upper Grande Ronde,Steelhead,Summer Rearing,1.05,0.2924791086350975,0.69,0.7206,0.25,2.5315086428571427,No,0.7404133913649026,0.18510334784122565,3,Steelhead | Summer Rearing
UGR14,Upper Grande Ronde,Steelhead,Winter Rearing,0.58,0.1615598885793872,0.69,0.7206,0.25,2.4482001428571425,No,0.39553094230003977,0.09888273557500994,6,Steelhead | Winter Rearing
UGR15,Upper Grande Ronde,Bull Trout,FMO,1.48,0.41225626740947074,0.59,0.6126,0.4,3.039599625,Yes,1.253093995821727,0.5012375983286909,1,Bull Trout | FMO
UGR15,Upper Grande Ronde,Bull Trout,Spawning & Resident,0.0,0.0,0.59,0.6126,0.6,3.2511962142857143,Yes,0.0,0.0,10,Bull Trout | Spawning & Resident
UGR15,Upper Grande Ronde,Chinook,Migration,0.8,0.22284122562674097,1.35,0.6126,0.34,3.903189,No,0.8697914206128134,0.2957290830083566,4,Chinook | Migration
UGR15,Upper Grande Ronde,Chinook,Spawning,2.36,0.6573816155988857,1.35,0.6126,0.08,3.5424259285714284,No,2.3287256800636684,0.18629805440509348,5,Chinook | Spawning
UGR15,Upper Grande Ronde,Chinook,Summer Rearing,1.54,0.42896935933147634,1.35,0.6126,0.24,3.2261686607142854,No,1.383927503481894,0.33214260083565456,3,Chinook | Summer Rearing
UGR15,Upper Grande Ronde,Chinook,Winter Rearing,1.25,0.34818941504178275,1.35,0.6126,0.34,3.3369408214285716,No,1.1618874726422603,0.39504174069836856,2,Chinook | Winter Rearing
UGR15,Upper Grande Ronde,Steelhead,Migration,0.44,0.12256267409470753,0.59,0.6126,0.25,3.6048878571428573,No,0.4418246955829686,0.11045617389574215,8,Steelhead | Migration
UGR15,Upper Grande Ronde,Steelhead,Spawning,0.34,0.09470752089136492,0.59,0.6126,0.25,3.4426657499999997,No,0.32604633844011144,0.08151158461002786,9,Steelhead | Spawning
UGR15,Upper Grande Ronde,Steelhead,Summer Rearing,0.7,0.19498607242339833,0.59,0.6126,0.25,3.155811482142857,No,0.6153392862116992,0.1538348215529248,7,Steelhead | Summer Rearing
UGR15,Upper Grande Ronde,Steelhead,Winter Rearing,0.87,0.24233983286908078,0.59,0.6126,0.25,3.0711028392857145,No,0.7442505487962595,0.18606263719906488,6,Steelhead | Winter Rearing
UGR16,Upper Grande Ronde,Bull Trout,FMO,0.0,0.0,0.0,0.327,0.4,2.2660419107142857,Yes,0.0,0.0,9,Bull Trout | FMO
UGR16,Upper Grande Ronde,Bull Trout,Spawning & Resident,0.0,0.0,0.0,0.327,0.6,2.5455454285714287,Yes,0.0,0.0,9,Bull Trout | Spawning & Resident
UGR16,Upper Grande Ronde,Chinook,Migration,0.03,0.008356545961002786,0.66,0.327,0.34,2.689286357142857,No,0.02247314504576204,0.007640869315559094,8,Chinook | Migration
UGR16,Upper Grande Ronde,Chinook,Spawning,0.78,0.21727019498607245,0.66,0.327,0.08,2.2824935892857146,No,0.4959178271985676,0.03967342617588541,6,Chinook | Spawning
UGR16,Upper Grande Ronde,Chinook,Summer Rearing,1.03,0.28690807799442897,0.66,0.327,0.24,2.5467705535714287,No,0.7306890446179864,0.17536537070831673,3,Chinook | Summer Rearing
UGR16,Upper Grande Ronde,Chinook,Winter Rearing,0.84,0.233983286908078,0.66,0.327,0.34,2.628139714285714,No,0.6149407688022284,0.20907986139275767,1,Chinook | Winter Rearing
UGR16,Upper Grande Ronde,Steelhead,Migration,0.13,0.036211699164345405,0.7,0.327,0.25,2.647561392857143,No,0.09587269667727816,0.02396817416931954,7,Steelhead | Migration
UGR16,Upper Grande Ronde,Steelhead,Spawning,1.03,0.28690807799442897,0.7,0.327,0.25,2.692035375,No,0.7723666953342618,0.19309167383356546,2,Steelhead | Spawning
UGR16,Upper Grande Ronde,Steelhead,Summer Rearing,1.05,0.2924791086350975,0.7,0.327,0.25,2.324322857142857,No,0.679815877437326,0.1699539693593315,4,Steelhead | Summer Rearing
UGR16,Upper Grande Ronde,Steelhead,Winter Rearing,0.58,0.1615598885793872,0.7,0.327,0.25,2.4779885357142857,No,0.4003435517309988,0.1000858879327497,5,Steelhead | Winter Rearing
UGR17,Upper Grande Ronde,Bull Trout,FMO,1.48,0.41225626740947074,0.59,0.6039,0.4,3.880852125,Yes,1.5999056114206127,0.6399622445682451,1,Bull Trout | FMO
UGR17,Upper Grande Ronde,Bull Trout,Spawning & Resident,0.0,0.0,0.59,0.6039,0.6,4.352875285714286,Yes,0.0,0.0,10,Bull Trout | Spawning & Resident
UGR17,Upper Grande Ronde,Chinook,Migration,0.56,0.1559888579387187,1.28,0.6039,0.34,4.708037785714286,No,0.7344014373259055,0.24969648869080788,5,Chinook | Migration
UGR17,Upper Grande Ronde,Chinook,Spawning,2.36,0.6573816155988857,1.28,0.6039,0.08,3.8439233571428573,No,2.5269245467568644,0.20215396374054917,7,Chinook | Spawning
UGR17,Upper Grande Ronde,Chinook,Summer Rearing,1.54,0.42896935933147634,1.28,0.6039,0.24,4.319096839285714,No,1.8527602040389972,0.4446624489693593,3,Chinook | Summer Rearing
UGR17,Upper Grande Ronde,Chinook,Winter Rearing,1.25,0.34818941504178275,1.28,0.6039,0.34,4.328533660714285,No,1.5071496033127736,0.5124308651263431,2,Chinook | Winter Rearing
UGR17,Upper Grande Ronde,Steelhead,Migration,0.25,0.06963788300835655,0.63,0.6039,0.25,4.537849714285714,No,0.3160062475129327,0.07900156187823318,9,Steelhead | Migration
UGR17,Upper Grande Ronde,Steelhead,Spawning,0.69,0.19220055710306405,0.63,0.6039,0.25,4.445809767857143,No,0.8544871141563867,0.21362177853909667,6,Steelhead | Spawning
UGR17,Upper Grande Ronde,Steelhead,Summer Rearing,0.7,0.19498607242339833,0.63,0.6039,0.25,4.0231416428571425,No,0.7844565877437325,0.19611414693593313,8,Steelhead | Summer Rearing
UGR17,Upper Grande Ronde,Steelhead,Winter Rearing,0.87,0.24233983286908078,0.63,0.6039,0.25,4.157730375,No,1.0075836841922006,0.25189592104805014,4,Steelhead | Winter Rearing
UGR18,Upper Grande Ronde,Bull Trout,FMO,0.49,0.13649025069637882,1.53,0.6511,0.4,1.5044879464285714,Yes,0.20534793697771586,0.08213917479108634,5,Bull Trout | FMO
UGR18,Upper Grande Ronde,Bull Trout,Spawning & Resident,2.22,0.6183844011142062,1.53,0.6511,0.6,1.749862982142857,Yes,1.0820879722443295,0.6492527833465976,1,Bull Trout | Spawning & Resident
UGR18,Upper Grande Ronde,Chinook,Migration,0.06,0.016713091922005572,0.66,0.6511,0.34,1.7698662857142857,No,0.029579937922801433,0.010057178893752489,9,Chinook | Migration
UGR18,Upper Grande Ronde,Chinook,Spawning,0.78,0.21727019498607245,0.66,0.6511,0.08,1.4871611785714285,No,0.3231157992439316,0.025849263939514526,8,Chinook | Spawning
UGR18,Upper Grande Ronde,Chinook,Summer Rearing,1.03,0.28690807799442897,0.66,0.6511,0.24,1.6364514107142856,No,0.4695111289793076,0.11268267095503381,3,Chinook | Summer Rearing
UGR18,Upper Grande Ronde,Chinook,Winter Rearing,0.84,0.233983286908078,0.66,0.6511,0.34,1.6724909464285713,No,0.3913349289693593,0.13305387584958217,2,Chinook | Winter Rearing
UGR18,Upper Grande Ronde,Steelhead,Migration,0.03,0.008356545961002786,0.5,0.6511,0.25,1.7522937857142857,No,0.014643123557500996,0.003660780889375249,10,Steelhead | Migration
UGR18,Upper Grande Ronde,Steelhead,Spawning,0.69,0.19220055710306405,0.5,0.6511,0.25,1.7495129464285712,No,0.33625736296259445,0.08406434074064861,4,Steelhead | Spawning
UGR18,Upper Grande Ronde,Steelhead,Summer Rearing,0.7,0.19498607242339833,0.5,0.6511,0.25,1.4908365535714285,No,0.2906923642061281,0.07267309105153202,6,Steelhead | Summer Rearing
UGR18,Upper Grande Ronde,Steelhead,Winter Rearing,0.58,0.1615598885793872,0.5,0.6511,0.25,1.506063107142857,No,0.24331938778352563,0.06082984694588141,7,Steelhead | Winter Rearing
UGR19,Upper Grande Ronde,Bull Trout,FMO,0.99,0.2757660167130919,1.73,0.7778,0.4,2.4970990714285715,Yes,0.6886150642658178,0.2754460257063271,2,Bull Trout | FMO
UGR19,Upper Grande Ronde,Bull Trout,Spawning & Resident,2.22,0.6183844011142062,1.73,0.7778,0.6,2.5005994285714284,Yes,1.546331680063669,0.9277990080382014,1,Bull Trout | Spawning & Resident
UGR19,Upper Grande Ronde,Chinook,Migration,0.24,0.06685236768802229,0.72,0.7778,0.34,2.972498839285714,No,0.19871858535614803,0.06756431902109034,8,Chinook | Migration
UGR19,Upper Grande Ronde,Chinook,Spawning,0.78,0.21727019498607245,0.72,0.7778,0.08,2.1887176071428573,No,0.4755431012733785,0.038043448101870284,9,Chinook | Spawning
UGR19,Upper Grande Ronde,Chinook,Summer Rearing,1.03,0.28690807799442897,0.72,0.7778,0.24,2.5945840178571427,No,0.7444071137584559,0.1786577073020294,5,Chinook | Summer Rearing
UGR19,Upper Grande Ronde,Chinook,Winter Rearing,0.84,0.233983286908078,0.72,0.7778,0.34,2.3131411607142858,No,0.5412363718662953,0.1840203664345404,4,Chinook | Winter Rearing
UGR19,Upper Grande Ronde,Steelhead,Migration,0.13,0.036211699164345405,0.77,0.7778,0.25,2.8663673035714283,No,0.10379603049144448,0.02594900762286112,10,Steelhead | Migration
UGR19,Upper Grande Ronde,Steelhead,Spawning,1.03,0.28690807799442897,0.77,0.7778,0.25,2.352184285714286,No,0.6748606725029845,0.16871516812574613,6,Steelhead | Spawning
UGR19,Upper Grande Ronde,Steelhead,Summer Rearing,1.05,0.2924791086350975,0.77,0.7778,0.25,2.608060392857143,No,0.7628031789693595,0.19070079474233986,3,Steelhead | Summer Rearing
UGR19,Upper Grande Ronde,Steelhead,Winter Rearing,0.87,0.24233983286908078,0.77,0.7778,0.25,2.150563714285714,No,0.5211672510943096,0.1302918127735774,7,Steelhead | Winter Rearing
UGR2,Upper Grande Ronde,Bull Trout,FMO,0.0,0.0,0.0,0.1914,0.4,2.5586558571428575,Yes,0.0,0.0,6,Bull Trout | FMO
UGR2,Upper Grande Ronde,Bull Trout,Spawning & Resident,0.0,0.0,0.0,0.1914,0.6,2.295604017857143,Yes,0.0,0.0,6,Bull Trout | Spawning & Resident
UGR2,Upper Grande Ronde,Chinook,Migration,0.01,0.002785515320334262,0.0,0.1914,0.34,3.2799557142857143,No,0.009136366892160764,0.00310636474333466,5,Chinook | Migration
UGR2,Upper Grande Ronde,Chinook,Spawning,0.0,0.0,0.0,0.1914,0.08,2.468521660714286,No,0.0,0.0,6,Chinook | Spawning
UGR2,Upper Grande Ronde,Chinook,Summer Rearing,0.0,0.0,0.0,0.1914,0.24,2.70462075,No,0.0,0.0,6,Chinook | Summer Rearing
UGR2,Upper Grande Ronde,Chinook,Winter Rearing,0.0,0.0,0.0,0.1914,0.34,2.5351893214285717,No,0.0,0.0,6,Chinook | Winter Rearing
UGR2,Upper Grande Ronde,Steelhead,Migration,0.22,0.061281337047353765,0.79,0.1914,0.25,3.141445875,No,0.19251200348189418,0.048128000870473545,4,Steelhead | Migration
UGR2,Upper Grande Ronde,Steelhead,Spawning,1.03,0.28690807799442897,0.79,0.1914,0.25,2.766052017857143,No,0.7936026680760049,0.19840066701900122,1,Steelhead | Spawning
UGR2,Upper Grande Ronde,Steelhead,Summer Rearing,1.05,0.2924791086350975,0.79,0.1914,0.25,2.659641160714286,No,0.7778894759749305,0.19447236899373263,2,Steelhead | Summer Rearing
UGR2,Upper Grande Ronde,Steelhead,Winter Rearing,0.87,0.24233983286908078,0.79,0.1914,0.25,2.6760928392857144,No,0.6485238914146438,0.16213097285366096,3,Steelhead | Winter Rearing
UGR20,Upper Grande Ronde,Bull Trout,FMO,1.48,0.41225626740947074,1.93,0.8697,0.4,2.326106625,Yes,0.9589520348189415,0.38358081392757665,2,Bull Trout | FMO
UGR20,Upper Grande Ronde,Bull Trout,Spawning & Resident,2.22,0.6183844011142062,1.93,0.8697,0.6,2.8950896785714284,Yes,1.7902782970553126,1.0741669782331875,1,Bull Trout | Spawning & Resident
UGR20,Upper Grande Ronde,Chinook,Migration,0.17,0.04735376044568246,1.16,0.8697,0.34,3.1228391785714287,No,0.14787817837246323,0.050278580646637504,9,Chinook | Migration
UGR20,Upper Grande Ronde,Chinook,Spawning,2.36,0.6573816155988857,1.16,0.8697,0.08,2.387012839285714,No,1.5691783567449262,0.1255342685395941,5,Chinook | Spawning
UGR20,Upper Grande Ronde,Chinook,Summer Rearing,1.54,0.42896935933147634,1.16,0.8697,0.24,2.263450232142857,No,0.9709507959610029,0.23302819103064068,4,Chinook | Summer Rearing
UGR20,Upper Grande Ronde,Chinook,Winter Rearing,1.25,0.34818941504178275,1.16,0.8697,0.34,2.2312328035714284,No,0.7768916446975725,0.2641431591971747,3,Chinook | Winter Rearing
UGR20,Upper Grande Ronde,Steelhead,Migration,0.07,0.019498607242339837,0.51,0.8697,0.25,2.78253375,No,0.054255532729805024,0.013563883182451256,10,Steelhead | Migration
UGR20,Upper Grande Ronde,Steelhead,Spawning,0.69,0.19220055710306405,0.51,0.8697,0.25,2.202193982142857,No,0.42326291021687223,0.10581572755421806,7,Steelhead | Spawning
UGR20,Upper Grande Ronde,Steelhead,Summer Rearing,0.7,0.19498607242339833,0.51,0.8697,0.25,2.3299570178571427,No,0.454309167827298,0.1135772919568245,6,Steelhead | Summer Rearing
UGR20,Upper Grande Ronde,Steelhead,Winter Rearing,0.58,0.1615598885793872,0.51,0.8697,0.25,2.135687196428571,No,0.34504138549542374,0.08626034637385593,8,Steelhead | Winter Rearing
UGR3,Upper Grande Ronde,Bull Trout,FMO,1.48,0.41225626740947074,0.59,0.6514,0.4,4.707277607142857,Yes,1.9406046959808994,0.7762418783923598,3,Bull Trout | FMO
UGR3,Upper Grande Ronde,Bull Trout,Spawning & Resident,0.0,0.0,0.59,0.6514,0.6,4.346390785714285,Yes,0.0,0.0,6,Bull Trout | Spawning & Resident
UGR3,Upper Grande Ronde,Chinook,Migration,3.56,0.9916434540389972,1.08,0.6514,0.34,6.297716142857142,No,6.245088988460008,2.123330256076403,1,Chinook | Migration
UGR3,Upper Grande Ronde,Chinook,Spawning,0.0,0.0,1.08,0.6514,0.08,4.770984107142857,No,0.0,0.0,6,Chinook | Spawning
UGR3,Upper Grande Ronde,Chinook,Summer Rearing,0.0,0.0,1.08,0.6514,0.24,4.556062178571429,No,0.0,0.0,6,Chinook | Summer Rearing
UGR3,Upper Grande Ronde,Chinook,Winter Rearing,0.0,0.0,1.08,0.6514,0.34,3.9643126607142856,No,0.0,0.0,6,Chinook | Winter Rearing
UGR3,Upper Grande Ronde,Steelhead,Migration,3.17,0.883008356545961,1.02,0.6514,0.25,5.3422229464285715,No,4.717227504228014,1.1793068760570036,2,Steelhead | Migration
UGR3,Upper Grande Ronde,Steelhead,Spawning,0.34,0.09470752089136492,1.02,0.6514,0.25,4.155271285714285,No,0.3935354421010744,0.0983838605252686,5,Steelhead | Spawning
UGR3,Upper Grande Ronde,Steelhead,Summer Rearing,0.0,0.0,1.02,0.6514,0.25,4.579164535714285,No,0.0,0.0,6,Steelhead | Summer Rearing
UGR3,Upper Grande Ronde,Steelhead,Winter Rearing,0.58,0.1615598885793872,1.02,0.6514,0.25,4.530334553571429,No,0.7319203457023478,0.18298008642558694,4,Steelhead | Winter Rearing
UGR4,Upper Grande Ronde,Bull Trout,FMO,0.0,0.0,0.0,0.1873,0.4,4.02369675,Yes,0.0,0.0,5,Bull Trout | FMO
UGR4,Upper Grande Ronde,Bull Trout,Spawning & Resident,0.0,0.0,0.0,0.1873,0.6,3.878606946428571,Yes,0.0,0.0,5,Bull Trout | Spawning & Resident
UGR4,Upper Grande Ronde,Chinook,Migration,0.0,0.0,0.0,0.1873,0.34,5.055303267857142,No,0.0,0.0,5,Chinook | Migration
UGR4,Upper Grande Ronde,Chinook,Spawning,0.0,0.0,0.0,0.1873,0.08,3.7741212857142856,No,0.0,0.0,5,Chinook | Spawning
UGR4,Upper Grande Ronde,Chinook,Summer Rearing,0.0,0.0,0.0,0.1873,0.24,4.0851280178571425,No,0.0,0.0,5,Chinook | Summer Rearing
UGR4,Upper Grande Ronde,Chinook,Winter Rearing,0.0,0.0,0.0,0.1873,0.34,3.923572392857143,No,0.0,0.0,5,Chinook | Winter Rearing
UGR4,Upper Grande Ronde,Steelhead,Migration,0.15,0.04178272980501393,0.77,0.1873,0.25,4.843810982142857,No,0.20238764549343416,0.05059691137335854,4,Steelhead | Migration
UGR4,Upper Grande Ronde,Steelhead,Spawning,1.03,0.28690807799442897,0.77,0.1873,0.25,4.1712368035714285,No,1.196761534172304,0.299190383543076,1,Steelhead | Spawning
UGR4,Upper Grande Ronde,Steelhead,Summer Rearing,1.05,0.2924791086350975,0.77,0.1873,0.25,4.035422946428572,No,1.1802769063370475,0.2950692265842619,2,Steelhead | Summer Rearing
UGR4,Upper Grande Ronde,Steelhead,Winter Rearing,0.87,0.24233983286908078,0.77,0.1873,0.25,3.9311123035714286,No,0.9526650986370871,0.2381662746592718,3,Steelhead | Winter Rearing
UGR5,Upper Grande Ronde,Bull Trout,FMO,0.49,0.13649025069637882,0.2,0.5242,0.4,6.619146160714285,Yes,0.9034489188718662,0.3613795675487465,4,Bull Trout | FMO
UGR5,Upper Grande Ronde,Bull Trout,Spawning & Resident,0.0,0.0,0.2,0.5242,0.6,6.3410427857142855,Yes,0.0,0.0,6,Bull Trout | Spawning & Resident
UGR5,Upper Grande Ronde,Chinook,Migration,3.23,0.8997214484679666,1.16,0.5242,0.34,8.407004839285714,No,7.5639625712793475,2.5717472742349785,1,Chinook | Migration
UGR5,Upper Grande Ronde,Chinook,Spawning,0.0,0.0,1.16,0.5242,0.08,6.395123303571428,No,0.0,0.0,6,Chinook | Spawning
UGR5,Upper Grande Ronde,Chinook,Summer Rearing,0.0,0.0,1.16,0.5242,0.24,6.595868785714285,No,0.0,0.0,6,Chinook | Summer Rearing
UGR5,Upper Grande Ronde,Chinook,Winter Rearing,0.84,0.233983286908078,1.16,0.5242,0.34,6.233742696428571,No,1.458591605849582,0.49592114598885795,3,Chinook | Winter Rearing
UGR5,Upper Grande Ronde,Steelhead,Migration,2.68,0.7465181058495822,0.82,0.5242,0.25,7.720164053571428,No,5.763242246120175,1.4408105615300437,2,Steelhead | Migration
UGR5,Upper Grande Ronde,Steelhead,Spawning,0.0,0.0,0.82,0.5242,0.25,6.513960428571428,No,0.0,0.0,6,Steelhead | Spawning
UGR5,Upper Grande Ronde,Steelhead,Summer Rearing,0.0,0.0,0.82,0.5242,0.25,6.443078196428571,No,0.0,0.0,6,Steelhead | Summer Rearing
UGR5,Upper Grande Ronde,Steelhead,Winter Rearing,0.58,0.1615598885793872,0.82,0.5242,0.25,6.722406696428571,No,1.0860712768603262,0.27151781921508156,5,Steelhead | Winter Rearing
UGR6,Upper Grande Ronde,Bull Trout,FMO,0.99,0.2757660167130919,1.73,0.7643,0.4,2.3395865357142855,Yes,0.6451784597095105,0.2580713838838042,2,Bull Trout | FMO
UGR6,Upper Grande Ronde,Bull Trout,Spawning & Resident,2.22,0.6183844011142062,1.73,0.7643,0.6,2.5662346607142856,Yes,1.5869194837843217,0.952151690270593,1,Bull Trout | Spawning & Resident
UGR6,Upper Grande Ronde,Chinook,Migration,0.2,0.05571030640668524,0.62,0.7643,0.34,2.889368892857143,No,0.16096762634301634,0.05472899295662556,9,Chinook | Migration
UGR6,Upper Grande Ronde,Chinook,Spawning,0.78,0.21727019498607245,0.62,0.7643,0.08,2.264153839285714,No,0.49193314614007166,0.039354651691205736,10,Chinook | Spawning
UGR6,Upper Grande Ronde,Chinook,Summer Rearing,1.03,0.28690807799442897,0.62,0.7643,0.24,2.4164193750000003,No,0.6932902385097494,0.16638965724233984,5,Chinook | Summer Rearing
UGR6,Upper Grande Ronde,Chinook,Winter Rearing,0.41,0.11420612813370473,0.62,0.7643,0.34,2.540317875,No,0.2901198687325905,0.09864075536908078,7,Chinook | Winter Rearing
UGR6,Upper Grande Ronde,Steelhead,Migration,0.32,0.08913649025069638,0.82,0.7643,0.25,2.88999825,No,0.2576043008356546,0.06440107520891365,8,Steelhead | Migration
UGR6,Upper Grande Ronde,Steelhead,Spawning,1.03,0.28690807799442897,0.82,0.7643,0.25,2.5655345892857144,No,0.7360725980401911,0.18401814951004777,3,Steelhead | Spawning
UGR6,Upper Grande Ronde,Steelhead,Summer Rearing,1.05,0.2924791086350975,0.82,0.7643,0.25,2.3499125892857142,No,0.6873003394846797,0.17182508487116993,4,Steelhead | Summer Rearing
UGR6,Upper Grande Ronde,Steelhead,Winter Rearing,0.87,0.24233983286908078,0.82,0.7643,0.25,2.481701035714286,No,0.6014150142260247,0.15035375355650618,6,Steelhead | Winter Rearing
UGR7,Upper Grande Ronde,Bull Trout,FMO,0.49,0.13649025069637882,0.2,0.3375,0.4,6.580290428571428,Yes,0.8981454902506962,0.35925819610027854,4,Bull Trout | FMO
UGR7,Upper Grande Ronde,Bull Trout,Spawning & Resident,0.0,0.0,0.2,0.3375,0.6,6.297461571428571,Yes,0.0,0.0,6,Bull Trout | Spawning & Resident
UGR7,Upper Grande Ronde,Chinook,Migration,1.56,0.4345403899721449,0.65,0.3375,0.34,8.415578946428571,No,3.6569089572224436,1.2433490454556309,1,Chinook | Migration
UGR7,Upper Grande Ronde,Chinook,Spawning,0.0,0.0,0.65,0.3375,0.08,6.593066732142857,No,0.0,0.0,6,Chinook | Spawning
UGR7,Upper Grande Ronde,Chinook,Summer Rearing,0.0,0.0,0.65,0.3375,0.24,6.670074589285714,No,0.0,0.0,6,Chinook | Summer Rearing
UGR7,Upper Grande Ronde,Chinook,Winter Rearing,0.84,0.233983286908078,0.65,0.3375,0.34,6.275920232142857,No,1.4684604442896936,0.49927655105849583,3,Chinook | Winter Rearing
UGR7,Upper Grande Ronde,Steelhead,Migration,1.62,0.4512534818941505,0.55,0.3375,0.25,7.659781124999999,No,3.4565029032033427,0.8641257258008357,2,Steelhead | Migration
UGR7,Upper Grande Ronde,Steelhead,Spawning,0.0,0.0,0.55,0.3375,0.25,6.6690244821428575,No,0.0,0.0,6,Steelhead | Spawning
UGR7,Upper Grande Ronde,Steelhead,Summer Rearing,0.0,0.0,0.55,0.3375,0.25,6.508008053571428,No,0.0,0.0,6,Steelhead | Summer Rearing
UGR7,Upper Grande Ronde,Steelhead,Winter Rearing,0.58,0.1615598885793872,0.55,0.3375,0.25,6.620894571428571,No,1.0696709892558693,0.26741774731396734,5,Steelhead | Winter Rearing
UGR8,Upper Grande Ronde,Bull Trout,FMO,0.0,0.0,0.0,0.0044,0.4,4.727837785714286,Yes,0.0,0.0,2,Bull Trout | FMO
UGR8,Upper Grande Ronde,Bull Trout,Spawning & Resident,0.0,0.0,0.0,0.0044,0.6,4.844574696428571,Yes,0.0,0.0,2,Bull Trout | Spawning & Resident
UGR8,Upper Grande Ronde,Chinook,Migration,0.06,0.016713091922005572,0.02,0.0044,0.34,5.841877714285714,No,0.09763583923597295,0.033196185340230805,1,Chinook | Migration
UGR8,Upper Grande Ronde,Chinook,Spawning,0.0,0.0,0.02,0.0044,0.08,4.628952696428572,No,0.0,0.0,2,Chinook | Spawning
UGR8,Upper Grande Ronde,Chinook,Summer Rearing,0.0,0.0,0.02,0.0044,0.24,4.844574696428571,No,0.0,0.0,2,Chinook | Summer Rearing
UGR8,Upper Grande Ronde,Chinook,Winter Rearing,0.0,0.0,0.02,0.0044,0.34,5.1062122500000005,No,0.0,0.0,2,Chinook | Winter Rearing
UGR8,Upper Grande Ronde,Steelhead,Migration,0.0,0.0,0.0,0.0044,0.25,5.624959875,No,0.0,0.0,2,Steelhead | Migration
UGR8,Upper Grande Ronde,Steelhead,Spawning,0.0,0.0,0.0,0.0044,0.25,5.1022009821428576,No,0.0,0.0,2,Steelhead | Spawning
UGR8,Upper Grande Ronde,Steelhead,Summer Rearing,0.0,0.0,0.0,0.0044,0.25,4.665531428571429,No,0.0,0.0,2,Steelhead | Summer Rearing
UGR8,Upper Grande Ronde,Steelhead,Winter Rearing,0.0,0.0,0.0,0.0044,0.25,5.271793285714286,No,0.0,0.0,2,Steelhead | Winter Rearing
UGR9,Upper Grande Ronde,Bull Trout,FMO,0.49,0.13649025069637882,0.2,0.3184,0.4,4.8318779464285715,Yes,0.6595042322423398,0.26380169289693595,4,Bull Trout | FMO
UGR9,Upper Grande Ronde,Bull Trout,Spawning & Resident,0.0,0.0,0.2,0.3184,0.6,4.878782732142858,Yes,0.0,0.0,6,Bull Trout | Spawning & Resident
UGR9,Upper Grande Ronde,Chinook,Migration,1.35,0.3760445682451254,0.59,0.3184,0.34,6.014699892857143,No,2.2617952243334662,0.7690103762733785,1,Chinook | Migration
UGR9,Upper Grande Ronde,Chinook,Spawning,0.0,0.0,0.59,0.3184,0.08,4.585977857142857,No,0.0,0.0,6,Chinook | Spawning
UGR9,Upper Grande Ronde,Chinook,Summer Rearing,0.0,0.0,0.59,0.3184,0.24,4.966641696428572,No,0.0,0.0,6,Chinook | Summer Rearing
UGR9,Upper Grande Ronde,Chinook,Winter Rearing,0.84,0.233983286908078,0.59,0.3184,0.34,4.598389982142857,No,1.0759464025069636,0.36582177685236766,3,Chinook | Winter Rearing
UGR9,Upper Grande Ronde,Steelhead,Migration,1.55,0.4317548746518106,0.53,0.3184,0.25,5.536830428571428,No,2.390553527656188,0.597638381914047,2,Steelhead | Migration
UGR9,Upper Grande Ronde,Steelhead,Spawning,0.0,0.0,0.53,0.3184,0.25,4.8252272678571435,No,0.0,0.0,6,Steelhead | Spawning
UGR9,Upper Grande Ronde,Steelhead,Summer Rearing,0.0,0.0,0.53,0.3184,0.25,4.866006428571429,No,0.0,0.0,6,Steelhead | Summer Rearing
UGR9,Upper Grande Ronde,Steelhead,Winter Rearing,0.58,0.1615598885793872,0.53,0.3184,0.25,4.767471375,No,0.7702321441504179,0.19255803603760446,5,Steelhead | Winter Rearing
